2	 30.7683239264
3	 4.6759626881
4	 3.3138229125
5	 2.6060545163
6	 2.1325463743
7	 1.7856380987
8	 1.2923261687
9	 1.0855716423
10	 0.9284923282
11	 0.7973384271
12	 0.6858416688
13	 0.5892963602
14	 0.5050862260
15	 0.4311782602
16	 0.3661153564
17	 0.3087110576
18	 0.2580292839
19	 0.2132801732
20	 0.1738959660
21	 0.1395061299
22	 0.1100843022
23	 0.0860532658
24	 0.0679907052
25	 0.0557316373
26	 0.0466677028
27	 0.0393434494
28	 0.0331929788
29	 0.0275542145
30	 0.0227372265
31	 0.0186814683
32	 0.0151023787
33	 0.0120591368
34	 0.0095605186
35	 0.0076360815
36	 0.0061639559
37	 0.0049929857
38	 0.0040472421
39	 0.0033063370
40	 0.0027273691
41	 0.0022657420
42	 0.0019018306
43	 0.0016083702
44	 0.0013658325
45	 0.0011613407
46	 0.0009852746
47	 0.0008293620
48	 0.0006873661
49	 0.0005561145
50	 0.0004362592
51	 0.0003326627
52	 0.0002700854
53	 0.0002365811
54	 0.0001935459
55	 0.0001563337
56	 0.0001264344
57	 0.0001012510
58	 0.0000818701
59	 0.0000662912
60	 0.0000540958
61	 0.0000445297
62	 0.0000364409
63	 0.0000301513
64	 0.0000251689
65	 0.0000210345
66	 0.0000177851
67	 0.0000150958
68	 0.0000127749
69	 0.0000105901
70	 0.0000082945
71	 0.0000058511
72	 0.0000047695
73	 0.0000043346
74	 0.0000037847
75	 0.0000032067
76	 0.0000026667
77	 0.0000022259
78	 0.0000018230
79	 0.0000015057
80	 0.0000012467
81	 0.0000010163
82	 0.0000008233
